customer_id,gender,age,country,device_type,category,time_spent,items_viewed,items_purchased,total_spent,age_group
CUST_767,Male,37,Pakistan,Tablet,Books,32,15,2,902,36-45
CUST_768,Female,43,Canada,Mobile,Clothing,116,14,6,1084,36-45
CUST_769,Female,46,UK,Mobile,Sports,82,19,8,1131,46-55
CUST_770,Male,18,USA,Mobile,Home,110,43,7,288,18-25
CUST_771,Male,52,Pakistan,Tablet,Books,18,15,7,521,46-55
CUST_772,Male,23,Pakistan,Desktop,Books,37,6,8,622,18-25
CUST_773,Male,54,USA,Desktop,Clothing,26,9,9,1306,46-55
CUST_774,Female,22,USA,Desktop,Beauty,9,37,2,616,18-25
CUST_775,Female,50,Pakistan,Mobile,Books,99,20,7,754,46-55
CUST_776,Male,31,USA,Tablet,Beauty,64,34,0,1297,26-35
CUST_777,Male,29,India,Mobile,Books,72,38,7,404,26-35
CUST_778,Female,59,UK,Desktop,Clothing,20,26,6,90,56-65
CUST_779,Female,37,UK,Desktop,Electronics,54,18,7,324,36-45
CUST_780,Male,41,UK,Tablet,Clothing,106,28,0,1060,36-45
CUST_781,Male,60,India,Mobile,Clothing,86,9,5,340,56-65
CUST_782,Male,51,USA,Desktop,Electronics,83,32,6,55,46-55
CUST_783,Female,42,Canada,Tablet,Electronics,30,6,4,1107,36-45
CUST_784,Female,46,USA,Mobile,Home,53,14,4,178,46-55
CUST_785,Female,56,Pakistan,Mobile,Books,92,28,6,505,56-65
CUST_786,Male,48,Australia,Desktop,Home,99,24,2,80,46-55
CUST_787,Male,64,UK,Desktop,Electronics,107,13,5,320,56-65
CUST_788,Female,60,USA,Mobile,Beauty,63,43,6,1401,56-65
CUST_789,Female,40,Canada,Mobile,Beauty,11,12,0,1109,36-45
CUST_790,Male,61,Pakistan,Desktop,Clothing,31,19,1,701,56-65
CUST_791,Female,55,India,Mobile,Sports,49,21,3,1014,46-55
CUST_792,Female,37,India,Desktop,Clothing,112,27,7,736,36-45
CUST_793,Male,40,Canada,Mobile,Clothing,103,19,9,1099,36-45
CUST_794,Female,62,Pakistan,Desktop,Sports,100,24,5,973,56-65
CUST_795,Male,33,UK,Tablet,Books,94,26,0,858,26-35
CUST_796,Male,59,USA,Desktop,Electronics,87,45,9,670,56-65
CUST_797,Male,25,Pakistan,Desktop,Beauty,19,28,4,656,18-25
CUST_798,Male,38,India,Tablet,Clothing,12,46,6,1099,36-45
CUST_799,Male,18,Canada,Mobile,Sports,15,18,5,50,18-25
CUST_800,Male,25,Canada,Tablet,Home,31,44,8,1075,18-25
CUST_801,Male,46,USA,Desktop,Clothing,43,36,7,1450,46-55
CUST_802,Female,49,Canada,Mobile,Beauty,101,42,3,153,46-55
CUST_803,Male,55,Canada,Tablet,Electronics,37,29,4,914,46-55
CUST_804,Male,22,Pakistan,Mobile,Clothing,79,17,6,1158,18-25
CUST_805,Female,64,UK,Mobile,Clothing,29,4,7,460,56-65
CUST_806,Female,39,USA,Tablet,Books,114,44,4,881,36-45
CUST_807,Female,64,Pakistan,Mobile,Sports,107,45,8,970,56-65
CUST_808,Male,51,UK,Tablet,Home,26,29,9,873,46-55
CUST_809,Female,18,Pakistan,Desktop,Home,108,4,3,933,18-25
CUST_810,Male,43,Australia,Mobile,Electronics,2,10,3,1028,36-45
CUST_811,Male,60,Pakistan,Desktop,Beauty,84,25,7,1005,56-65
CUST_812,Male,27,Canada,Desktop,Electronics,15,31,0,778,26-35
CUST_813,Male,47,UK,Mobile,Clothing,116,3,7,248,46-55
CUST_814,Female,35,USA,Tablet,Clothing,4,47,4,478,26-35
CUST_815,Female,34,USA,Mobile,Home,86,2,0,386,26-35
CUST_816,Male,43,UK,Desktop,Beauty,50,25,3,1131,36-45
CUST_817,Male,25,Canada,Desktop,Sports,38,49,1,493,18-25
CUST_818,Male,64,India,Tablet,Beauty,23,6,3,1065,56-65
CUST_819,Female,57,Pakistan,Mobile,Clothing,59,26,7,1361,56-65
CUST_820,Male,29,Canada,Desktop,Sports,90,8,4,401,26-35
CUST_821,Male,44,Australia,Desktop,Beauty,115,35,0,300,36-45
CUST_822,Female,25,UK,Desktop,Beauty,75,27,6,111,18-25
CUST_823,Female,42,Pakistan,Tablet,Sports,28,25,0,864,36-45
CUST_824,Male,63,USA,Desktop,Clothing,66,18,8,958,56-65
CUST_825,Female,21,India,Desktop,Beauty,8,1,2,534,18-25
CUST_826,Female,50,Australia,Mobile,Sports,29,48,2,1111,46-55
CUST_827,Male,18,USA,Mobile,Books,11,39,5,938,18-25
CUST_828,Female,36,UK,Desktop,Books,101,3,9,292,36-45
CUST_829,Male,48,Pakistan,Desktop,Clothing,18,4,5,710,46-55
CUST_830,Female,33,UK,Mobile,Sports,55,41,5,1489,26-35
CUST_831,Male,31,Pakistan,Tablet,Books,50,37,0,219,26-35
CUST_832,Male,22,Canada,Tablet,Sports,14,15,4,1309,18-25
CUST_833,Male,58,India,Tablet,Beauty,118,8,5,736,56-65
CUST_834,Female,43,Canada,Tablet,Clothing,74,38,7,1487,36-45
CUST_835,Male,45,Canada,Tablet,Books,99,19,0,348,36-45
CUST_836,Female,19,UK,Tablet,Beauty,9,47,4,198,18-25
CUST_837,Male,23,India,Tablet,Electronics,99,26,2,162,18-25
CUST_838,Male,26,Pakistan,Tablet,Electronics,11,39,1,469,26-35
CUST_839,Female,50,Pakistan,Mobile,Clothing,63,10,7,108,46-55
CUST_840,Male,58,Australia,Tablet,Books,108,38,6,38,56-65
CUST_841,Male,42,USA,Tablet,Books,76,14,9,1130,36-45
CUST_842,Female,30,Australia,Tablet,Books,67,49,6,643,26-35
CUST_843,Male,26,Australia,Desktop,Sports,53,41,4,329,26-35
CUST_844,Male,30,Pakistan,Mobile,Beauty,39,19,8,695,26-35
CUST_845,Male,48,UK,Mobile,Books,78,30,4,596,46-55
CUST_846,Male,58,Canada,Mobile,Beauty,56,5,1,145,56-65
CUST_847,Female,28,Canada,Tablet,Clothing,28,31,2,478,26-35
CUST_848,Female,21,Canada,Tablet,Books,75,7,3,1059,18-25
CUST_849,Male,51,India,Desktop,Clothing,39,19,4,888,46-55
CUST_850,Female,55,Pakistan,Mobile,Books,25,31,2,67,46-55
CUST_851,Male,63,UK,Tablet,Electronics,21,39,6,1115,56-65
CUST_852,Female,21,India,Mobile,Home,10,24,4,308,18-25
CUST_853,Male,55,USA,Desktop,Clothing,43,34,4,1089,46-55
CUST_854,Male,36,UK,Desktop,Books,15,23,5,400,36-45
CUST_855,Male,23,Australia,Desktop,Home,83,48,6,338,18-25
CUST_856,Male,51,UK,Mobile,Clothing,48,45,9,790,46-55
CUST_857,Male,35,UK,Tablet,Sports,86,40,9,415,26-35
CUST_858,Male,30,Canada,Tablet,Books,21,6,7,288,26-35
CUST_859,Female,58,UK,Desktop,Sports,60,38,8,470,56-65
CUST_860,Male,40,Australia,Tablet,Electronics,116,41,3,84,36-45
CUST_861,Female,36,Australia,Desktop,Books,108,36,4,788,36-45
CUST_862,Male,62,Pakistan,Mobile,Electronics,96,27,4,1105,56-65
CUST_863,Female,28,UK,Desktop,Home,50,11,7,737,26-35
CUST_864,Female,18,Canada,Mobile,Clothing,23,5,8,1389,18-25
CUST_865,Female,41,UK,Desktop,Beauty,13,17,6,81,36-45
CUST_866,Male,24,USA,Tablet,Electronics,69,7,4,513,18-25
CUST_867,Male,42,USA,Tablet,Beauty,4,27,2,1192,36-45
CUST_868,Female,38,Canada,Desktop,Beauty,92,47,0,1037,36-45
CUST_869,Male,32,Pakistan,Tablet,Clothing,78,15,8,1203,26-35
CUST_870,Female,18,Pakistan,Tablet,Home,72,46,4,466,18-25
CUST_871,Male,29,Australia,Tablet,Clothing,9,13,8,1335,26-35
CUST_872,Female,24,Australia,Mobile,Books,115,11,9,249,18-25
CUST_873,Female,32,India,Tablet,Electronics,35,45,3,126,26-35
CUST_874,Male,38,Canada,Mobile,Beauty,101,26,4,189,36-45
CUST_875,Female,36,UK,Desktop,Clothing,21,22,3,36,36-45
CUST_876,Male,46,Canada,Tablet,Clothing,58,28,1,1002,46-55
CUST_877,Female,42,India,Tablet,Clothing,18,24,0,766,36-45
CUST_878,Female,50,Australia,Tablet,Electronics,97,29,7,573,46-55
CUST_879,Male,49,Canada,Desktop,Home,72,9,3,314,46-55
CUST_880,Male,52,Canada,Mobile,Clothing,115,42,4,1400,46-55
CUST_881,Male,61,Australia,Mobile,Electronics,113,4,5,834,56-65
CUST_882,Female,55,India,Tablet,Beauty,81,49,7,996,46-55
CUST_883,Male,43,Australia,Desktop,Books,43,46,7,1084,36-45
CUST_884,Female,28,Pakistan,Desktop,Sports,95,18,6,795,26-35
CUST_885,Female,52,UK,Desktop,Electronics,98,43,3,1301,46-55
CUST_886,Male,25,Australia,Desktop,Sports,6,16,5,468,18-25
CUST_887,Male,63,India,Desktop,Clothing,86,33,3,682,56-65
CUST_888,Female,31,USA,Mobile,Clothing,78,29,6,1484,26-35
CUST_889,Female,27,Pakistan,Mobile,Electronics,67,39,0,983,26-35
CUST_890,Male,19,USA,Mobile,Sports,12,10,4,674,18-25
CUST_891,Male,63,Australia,Tablet,Clothing,100,9,9,1277,56-65
CUST_892,Male,26,Pakistan,Desktop,Beauty,12,31,9,702,26-35
CUST_893,Male,20,UK,Tablet,Home,109,28,3,998,18-25
CUST_894,Male,38,Australia,Desktop,Home,66,3,6,82,36-45
CUST_895,Female,43,UK,Mobile,Clothing,2,14,8,538,36-45
CUST_896,Female,25,Canada,Tablet,Sports,15,25,4,112,18-25
CUST_897,Female,19,USA,Mobile,Books,23,15,3,1301,18-25
CUST_898,Female,23,Pakistan,Desktop,Clothing,29,2,8,768,18-25
CUST_899,Male,45,UK,Desktop,Books,81,24,4,19,36-45
CUST_900,Male,46,India,Desktop,Books,96,14,8,374,46-55
CUST_901,Male,43,UK,Mobile,Sports,7,48,7,1332,36-45
CUST_902,Female,42,India,Desktop,Books,94,7,3,209,36-45
CUST_903,Female,29,Australia,Mobile,Beauty,28,36,6,1141,26-35
CUST_904,Male,22,Pakistan,Tablet,Sports,14,24,4,869,18-25
CUST_905,Male,51,UK,Desktop,Clothing,44,27,9,1281,46-55
CUST_906,Female,54,UK,Desktop,Beauty,30,37,3,445,46-55
CUST_907,Female,32,Pakistan,Desktop,Electronics,81,38,4,1214,26-35
CUST_908,Male,61,UK,Tablet,Home,32,30,4,863,56-65
CUST_909,Male,53,India,Desktop,Clothing,110,27,8,231,46-55
CUST_910,Female,32,UK,Mobile,Clothing,70,39,8,532,26-35
CUST_911,Male,60,USA,Mobile,Clothing,115,15,5,358,56-65
CUST_912,Male,40,Australia,Desktop,Beauty,88,26,3,627,36-45
CUST_913,Male,23,Canada,Desktop,Electronics,6,1,1,1029,18-25
CUST_914,Female,63,India,Tablet,Sports,27,4,2,931,56-65
CUST_915,Female,61,USA,Tablet,Electronics,82,29,1,1448,56-65
CUST_916,Female,60,Australia,Tablet,Beauty,88,1,4,1189,56-65
CUST_917,Female,62,Pakistan,Desktop,Clothing,101,43,5,165,56-65
CUST_918,Female,38,India,Tablet,Home,24,46,4,875,36-45
CUST_919,Female,40,Canada,Tablet,Clothing,102,22,1,1156,36-45
CUST_920,Female,60,Australia,Mobile,Sports,34,11,4,1179,56-65
CUST_921,Male,33,Canada,Tablet,Books,40,10,8,448,26-35
CUST_922,Male,64,Pakistan,Mobile,Home,47,17,3,1499,56-65
CUST_923,Male,32,Pakistan,Mobile,Clothing,79,36,9,467,26-35
CUST_924,Male,42,India,Tablet,Home,75,47,1,1058,36-45
CUST_925,Male,53,UK,Mobile,Books,86,26,2,477,46-55
CUST_926,Male,28,Pakistan,Desktop,Electronics,118,48,2,561,26-35
CUST_927,Male,32,Australia,Desktop,Beauty,24,21,8,84,26-35
CUST_928,Female,21,UK,Tablet,Clothing,65,13,3,1067,18-25
CUST_929,Female,38,USA,Desktop,Sports,18,9,0,244,36-45
CUST_930,Male,30,Canada,Mobile,Electronics,44,11,0,561,26-35
CUST_931,Male,39,UK,Desktop,Clothing,76,11,6,594,36-45
CUST_932,Female,36,Canada,Tablet,Electronics,57,6,6,1365,36-45
CUST_933,Male,51,UK,Tablet,Sports,107,1,1,1308,46-55
CUST_934,Male,31,USA,Mobile,Clothing,28,6,8,1144,26-35
CUST_935,Female,21,Pakistan,Tablet,Books,104,13,8,273,18-25
CUST_936,Male,63,USA,Desktop,Books,71,22,4,339,56-65
CUST_937,Female,44,Pakistan,Tablet,Sports,23,31,2,316,36-45
CUST_938,Male,46,Pakistan,Mobile,Home,85,22,2,1081,46-55
CUST_939,Female,64,Canada,Tablet,Sports,34,37,2,1096,56-65
CUST_940,Female,45,Australia,Desktop,Home,11,47,5,698,36-45
CUST_941,Female,52,USA,Mobile,Clothing,86,27,3,38,46-55
CUST_942,Male,25,UK,Desktop,Home,106,14,7,390,18-25
CUST_943,Female,33,USA,Mobile,Clothing,35,47,4,253,26-35
CUST_944,Male,59,Canada,Tablet,Clothing,116,5,0,1139,56-65
CUST_945,Male,53,Pakistan,Mobile,Beauty,93,36,8,1122,46-55
CUST_946,Male,47,Canada,Mobile,Clothing,42,32,0,1438,46-55
CUST_947,Male,35,India,Tablet,Home,28,34,5,1207,26-35
CUST_948,Female,19,India,Desktop,Beauty,82,7,0,1075,18-25
CUST_949,Female,30,UK,Tablet,Beauty,78,42,2,798,26-35
CUST_950,Male,21,Canada,Mobile,Clothing,82,48,9,856,18-25
CUST_951,Male,43,UK,Tablet,Sports,92,10,4,878,36-45
CUST_952,Female,42,UK,Mobile,Sports,24,17,9,380,36-45
CUST_953,Male,47,India,Tablet,Books,8,30,6,728,46-55
CUST_954,Female,28,UK,Tablet,Beauty,106,21,9,206,26-35
CUST_955,Male,24,India,Desktop,Clothing,118,13,7,449,18-25
CUST_956,Male,48,Pakistan,Mobile,Sports,109,1,8,301,46-55
CUST_957,Female,61,Canada,Desktop,Clothing,53,1,5,1336,56-65
CUST_958,Male,27,UK,Mobile,Clothing,72,47,8,497,26-35
CUST_959,Female,56,India,Tablet,Beauty,4,33,7,342,56-65
CUST_960,Male,30,USA,Mobile,Books,91,38,8,927,26-35
CUST_961,Male,48,UK,Desktop,Beauty,100,25,9,1094,46-55
CUST_962,Male,24,Australia,Desktop,Electronics,5,26,3,796,18-25
CUST_963,Female,59,Pakistan,Desktop,Sports,97,13,8,1450,56-65
CUST_964,Male,59,Pakistan,Mobile,Sports,49,28,6,966,56-65
CUST_965,Male,53,USA,Desktop,Sports,98,33,4,321,46-55
CUST_966,Male,37,India,Desktop,Home,30,37,4,946,36-45
CUST_967,Male,21,UK,Desktop,Clothing,72,41,0,630,18-25
CUST_968,Female,24,India,Tablet,Beauty,103,30,1,79,18-25
CUST_969,Female,18,Pakistan,Tablet,Sports,63,49,9,943,18-25
CUST_970,Male,61,India,Mobile,Electronics,47,48,2,63,56-65
CUST_971,Female,62,Pakistan,Mobile,Sports,26,8,7,390,56-65
CUST_972,Male,59,India,Desktop,Books,57,49,5,19,56-65
CUST_973,Male,64,USA,Tablet,Clothing,37,47,9,1259,56-65
CUST_974,Male,30,Canada,Desktop,Clothing,98,1,4,203,26-35
CUST_975,Female,39,USA,Desktop,Beauty,7,12,0,1382,36-45
CUST_976,Female,38,USA,Tablet,Home,40,5,8,39,36-45
CUST_977,Female,39,Canada,Tablet,Beauty,92,24,2,166,36-45
CUST_978,Female,45,Canada,Tablet,Sports,39,6,2,986,36-45
CUST_979,Female,26,UK,Mobile,Books,62,25,1,803,26-35
CUST_980,Female,43,UK,Mobile,Electronics,103,1,3,899,36-45
CUST_981,Female,26,USA,Desktop,Beauty,92,25,1,475,26-35
CUST_982,Female,32,USA,Mobile,Home,78,1,8,535,26-35
CUST_983,Female,27,Pakistan,Tablet,Beauty,53,32,9,796,26-35
CUST_984,Male,41,Pakistan,Tablet,Clothing,114,42,6,856,36-45
CUST_985,Female,59,UK,Mobile,Sports,102,42,7,1451,56-65
CUST_986,Female,25,Australia,Desktop,Sports,4,3,2,352,18-25
CUST_987,Female,41,Australia,Desktop,Sports,106,49,5,698,36-45
CUST_988,Female,33,UK,Mobile,Sports,82,19,9,939,26-35
CUST_989,Female,43,Pakistan,Desktop,Sports,108,43,5,917,36-45
CUST_990,Female,44,Pakistan,Desktop,Sports,112,29,0,151,36-45
CUST_991,Female,54,Australia,Desktop,Electronics,25,2,5,1402,46-55
CUST_992,Female,21,India,Tablet,Home,7,9,2,679,18-25
CUST_993,Female,41,India,Tablet,Sports,102,17,2,1444,36-45
CUST_994,Female,36,Pakistan,Mobile,Home,28,46,2,691,36-45
CUST_995,Female,53,India,Tablet,Books,69,36,9,1284,46-55
CUST_996,Male,56,Canada,Desktop,Sports,67,17,9,964,56-65
CUST_997,Male,27,UK,Tablet,Beauty,108,49,7,690,26-35
CUST_998,Female,42,UK,Mobile,Sports,95,12,4,1131,36-45
CUST_999,Female,35,Pakistan,Tablet,Clothing,111,20,3,125,26-35
CUST_1000,Male,36,USA,Desktop,Electronics,106,3,8,423,36-45
CUST_1001,Female,53,Australia,Desktop,Beauty,20,43,8,354,46-55
CUST_1002,Male,27,Pakistan,Mobile,Beauty,83,4,0,46,26-35
CUST_1003,Male,50,India,Tablet,Clothing,112,17,1,1395,46-55
CUST_1004,Male,22,Australia,Tablet,Sports,11,37,7,33,18-25
CUST_1005,Male,64,USA,Tablet,Electronics,104,46,4,970,56-65
CUST_1006,Male,52,India,Desktop,Beauty,67,42,6,789,46-55
CUST_1007,Female,61,Canada,Mobile,Electronics,87,15,0,18,56-65
CUST_1008,Male,51,India,Tablet,Beauty,7,33,9,924,46-55
CUST_1009,Female,50,Canada,Desktop,Sports,23,16,4,822,46-55
CUST_1010,Female,38,Australia,Desktop,Books,61,11,2,829,36-45
CUST_1011,Male,34,Canada,Desktop,Beauty,71,20,9,1217,26-35
CUST_1012,Male,39,Australia,Tablet,Books,110,38,1,876,36-45
CUST_1013,Female,54,Australia,Tablet,Beauty,34,24,1,299,46-55
CUST_1014,Male,32,Australia,Tablet,Home,106,16,8,1211,26-35
CUST_1015,Male,52,Australia,Tablet,Sports,19,30,3,868,46-55
CUST_1016,Female,45,Australia,Tablet,Clothing,58,34,3,552,36-45
CUST_1017,Female,24,India,Tablet,Books,9,1,6,1065,18-25
CUST_1018,Male,49,Australia,Tablet,Clothing,48,24,9,1012,46-55
CUST_1019,Female,28,India,Tablet,Sports,115,24,9,1042,26-35
CUST_1020,Male,27,Australia,Tablet,Clothing,82,9,1,639,26-35
CUST_1021,Male,26,Canada,Desktop,Sports,41,22,2,599,26-35
CUST_1022,Male,31,Australia,Tablet,Clothing,48,12,2,1187,26-35
CUST_1023,Female,30,USA,Mobile,Books,45,17,5,1357,26-35
CUST_1024,Female,42,Australia,Desktop,Home,106,25,2,618,36-45
CUST_1025,Female,19,Australia,Tablet,Clothing,25,28,4,1111,18-25
CUST_1026,Female,52,Canada,Mobile,Books,116,15,3,1050,46-55
CUST_1027,Female,24,UK,Tablet,Beauty,78,30,2,1160,18-25
CUST_1028,Male,38,Canada,Mobile,Sports,108,27,7,469,36-45
CUST_1029,Male,35,USA,Mobile,Electronics,25,22,9,1484,26-35
CUST_1030,Male,20,UK,Mobile,Electronics,19,10,2,1330,18-25
CUST_1031,Male,59,Pakistan,Mobile,Sports,39,31,5,959,56-65
CUST_1032,Female,56,Pakistan,Desktop,Home,119,27,6,934,56-65
CUST_1033,Male,58,USA,Desktop,Clothing,79,12,6,1295,56-65
CUST_1034,Female,28,Canada,Mobile,Home,80,46,1,803,26-35
CUST_1035,Male,56,India,Tablet,Electronics,27,31,2,399,56-65
CUST_1036,Female,41,USA,Mobile,Books,104,32,9,1148,36-45
CUST_1037,Female,63,UK,Desktop,Sports,74,32,9,250,56-65
CUST_1038,Male,36,UK,Tablet,Sports,63,41,3,572,36-45
CUST_1039,Male,21,Australia,Desktop,Home,68,45,6,42,18-25
CUST_1040,Male,43,Pakistan,Desktop,Books,115,35,1,249,36-45
CUST_1041,Male,55,UK,Tablet,Home,19,46,2,25,46-55
CUST_1042,Female,59,USA,Mobile,Clothing,28,21,6,1138,56-65
CUST_1043,Male,49,UK,Mobile,Beauty,85,10,6,398,46-55
CUST_1044,Male,56,USA,Mobile,Books,111,16,9,1438,56-65
CUST_1045,Female,62,India,Mobile,Beauty,78,7,2,991,56-65
CUST_1046,Male,63,Australia,Tablet,Clothing,33,4,0,12,56-65
CUST_1047,Male,53,Pakistan,Tablet,Beauty,112,27,2,1472,46-55
CUST_1048,Male,57,UK,Tablet,Electronics,10,25,4,332,56-65
CUST_1049,Male,54,USA,Desktop,Beauty,83,31,6,294,46-55
CUST_1050,Male,50,Canada,Tablet,Clothing,30,11,3,515,46-55
CUST_1051,Female,53,Pakistan,Mobile,Beauty,22,48,0,916,46-55
CUST_1052,Male,20,India,Desktop,Sports,3,20,5,365,18-25
CUST_1053,Male,26,USA,Mobile,Home,101,36,1,720,26-35
CUST_1054,Male,25,Australia,Mobile,Electronics,105,17,2,223,18-25
CUST_1055,Male,50,Australia,Tablet,Sports,82,45,3,410,46-55
CUST_1056,Male,23,India,Tablet,Sports,75,11,5,757,18-25
CUST_1057,Female,58,India,Mobile,Clothing,48,30,5,927,56-65
CUST_1058,Male,56,Australia,Mobile,Home,2,35,6,836,56-65
CUST_1059,Female,21,UK,Desktop,Home,76,41,4,798,18-25
CUST_1060,Female,30,UK,Tablet,Books,54,38,6,1248,26-35
CUST_1061,Male,19,USA,Desktop,Electronics,6,22,1,599,18-25
CUST_1062,Male,22,Canada,Desktop,Clothing,107,43,0,111,18-25
CUST_1063,Male,61,USA,Desktop,Electronics,40,48,9,585,56-65
CUST_1064,Male,44,Canada,Mobile,Books,108,27,7,613,36-45
CUST_1065,Female,49,India,Desktop,Beauty,93,37,0,1314,46-55
CUST_1066,Male,38,Pakistan,Desktop,Sports,94,46,1,12,36-45
CUST_1067,Male,25,USA,Mobile,Electronics,2,49,9,810,18-25
CUST_1068,Male,55,USA,Tablet,Sports,73,35,5,193,46-55
CUST_1069,Male,25,Canada,Tablet,Clothing,111,4,0,85,18-25
CUST_1070,Male,20,India,Desktop,Beauty,2,16,9,112,18-25
CUST_1071,Male,61,India,Mobile,Clothing,93,16,2,1349,56-65
CUST_1072,Female,20,Canada,Tablet,Beauty,97,21,6,690,18-25
CUST_1073,Female,39,India,Desktop,Beauty,74,26,7,350,36-45
CUST_1074,Male,23,Australia,Desktop,Sports,98,36,3,332,18-25
CUST_1075,Male,19,UK,Mobile,Clothing,108,19,2,559,18-25
CUST_1076,Male,40,Australia,Desktop,Clothing,55,17,0,306,36-45
CUST_1077,Female,61,Pakistan,Tablet,Electronics,72,45,8,204,56-65
CUST_1078,Male,19,USA,Mobile,Clothing,101,26,9,897,18-25
CUST_1079,Female,55,Pakistan,Tablet,Electronics,118,22,5,1447,46-55
CUST_1080,Male,34,USA,Tablet,Home,60,28,5,1067,26-35
CUST_1081,Male,52,UK,Tablet,Home,97,1,8,311,46-55
CUST_1082,Male,51,India,Desktop,Home,111,44,0,1032,46-55
CUST_1083,Male,40,Australia,Desktop,Books,6,36,5,1105,36-45
CUST_1084,Female,47,Canada,Tablet,Clothing,108,43,4,472,46-55
CUST_1085,Female,25,Australia,Tablet,Books,104,37,5,183,18-25
CUST_1086,Male,39,UK,Mobile,Clothing,109,2,7,649,36-45
CUST_1087,Male,61,Pakistan,Mobile,Electronics,19,17,4,280,56-65
CUST_1088,Female,53,Canada,Desktop,Books,96,40,1,1180,46-55
CUST_1089,Female,22,India,Desktop,Books,27,38,1,1192,18-25
CUST_1090,Female,30,UK,Mobile,Books,1,21,9,1318,26-35
CUST_1091,Female,46,Canada,Tablet,Beauty,107,9,4,1406,46-55
CUST_1092,Male,48,UK,Desktop,Electronics,116,13,2,625,46-55
CUST_1093,Female,64,UK,Tablet,Home,33,11,9,642,56-65
CUST_1094,Male,33,India,Mobile,Electronics,40,16,2,1338,26-35
CUST_1095,Female,59,USA,Desktop,Beauty,32,16,7,934,56-65
CUST_1096,Female,47,Canada,Desktop,Clothing,69,2,6,1417,46-55
CUST_1097,Female,33,India,Mobile,Electronics,17,42,0,187,26-35
CUST_1098,Female,29,UK,Desktop,Books,8,44,4,1334,26-35
CUST_1099,Female,34,India,Mobile,Home,57,8,8,76,26-35
CUST_1100,Male,33,USA,Desktop,Home,42,43,3,1247,26-35
CUST_1101,Male,29,Australia,Mobile,Clothing,98,42,0,723,26-35
CUST_1102,Female,25,Canada,Desktop,Electronics,9,13,7,1201,18-25
CUST_1103,Female,37,USA,Tablet,Beauty,87,17,4,1300,36-45
CUST_1104,Male,20,Pakistan,Tablet,Clothing,35,39,1,730,18-25
CUST_1105,Female,33,Canada,Tablet,Electronics,114,24,0,1496,26-35
CUST_1106,Female,47,USA,Desktop,Sports,71,3,2,273,46-55
CUST_1107,Male,62,UK,Desktop,Home,79,30,8,1048,56-65
CUST_1108,Female,40,Canada,Tablet,Beauty,53,13,0,582,36-45
CUST_1109,Female,45,Canada,Tablet,Books,54,19,3,999,36-45
CUST_1110,Male,57,India,Mobile,Beauty,84,7,7,819,56-65
CUST_1111,Male,22,UK,Mobile,Books,114,9,7,151,18-25
CUST_1112,Male,37,Pakistan,Mobile,Beauty,25,19,9,1457,36-45
CUST_1113,Female,57,Australia,Tablet,Home,67,45,7,1193,56-65
CUST_1114,Male,61,USA,Tablet,Books,62,40,9,894,56-65
CUST_1115,Male,18,India,Tablet,Electronics,55,22,7,314,18-25
CUST_1116,Male,47,USA,Mobile,Books,46,18,3,522,46-55
CUST_1117,Male,38,Pakistan,Desktop,Clothing,24,23,7,18,36-45
CUST_1118,Male,37,Pakistan,Tablet,Electronics,98,2,8,136,36-45
CUST_1119,Male,23,Canada,Desktop,Clothing,46,11,6,759,18-25
CUST_1120,Female,39,Pakistan,Desktop,Beauty,22,31,1,443,36-45
CUST_1121,Female,35,USA,Desktop,Electronics,11,33,8,747,26-35
CUST_1122,Male,25,UK,Mobile,Beauty,48,14,7,744,18-25
CUST_1123,Male,56,UK,Desktop,Sports,8,16,4,799,56-65
CUST_1124,Male,49,Canada,Tablet,Beauty,39,11,2,267,46-55
CUST_1125,Female,50,Australia,Mobile,Beauty,107,33,6,647,46-55
CUST_1126,Female,33,USA,Tablet,Clothing,35,7,1,1253,26-35
CUST_1127,Female,29,USA,Tablet,Books,49,31,2,262,26-35
CUST_1128,Female,55,Pakistan,Mobile,Sports,46,48,8,1262,46-55
CUST_1129,Female,51,USA,Tablet,Beauty,38,46,3,1364,46-55
CUST_1130,Female,31,India,Tablet,Beauty,8,47,3,413,26-35
CUST_1131,Female,53,Australia,Mobile,Sports,54,14,2,979,46-55
CUST_1132,Female,50,Pakistan,Tablet,Sports,37,28,4,1052,46-55
CUST_1133,Female,40,India,Desktop,Electronics,91,43,2,275,36-45
CUST_1134,Male,62,Canada,Tablet,Clothing,92,16,8,1123,56-65
CUST_1135,Male,19,UK,Desktop,Sports,40,19,2,146,18-25
CUST_1136,Male,58,Canada,Tablet,Sports,34,17,1,906,56-65
CUST_1137,Male,38,UK,Mobile,Home,96,26,4,978,36-45
CUST_1138,Female,19,Canada,Mobile,Books,79,6,5,1109,18-25
CUST_1139,Female,44,USA,Tablet,Sports,108,43,0,278,36-45
CUST_1140,Male,26,India,Mobile,Clothing,17,49,5,280,26-35
CUST_1141,Female,18,UK,Tablet,Books,33,9,9,469,18-25
CUST_1142,Male,28,Pakistan,Mobile,Books,47,17,2,1236,26-35
CUST_1143,Female,20,India,Desktop,Beauty,110,31,3,1324,18-25
CUST_1144,Male,40,Pakistan,Tablet,Beauty,52,12,5,1067,36-45
CUST_1145,Female,43,India,Desktop,Beauty,118,23,7,292,36-45
CUST_1146,Female,21,India,Desktop,Beauty,80,5,8,1152,18-25
