final_age,final_gender,device_type,time_spent,items_viewed,daily_screen_time,social_media_hours,stress_level,addiction_level,purchase_amount,total_spent
35,Female,Desktop,110,39,,,,,,1463
57,Male,Tablet,27,26,,,,,,1127
52,Female,Desktop,112,33,,,,,,620
58,Female,Tablet,8,33,,,,,,1400
46,Male,Mobile,23,8,,,,,,1390
46,Female,Tablet,106,20,,,,,,116
55,Female,Desktop,113,16,,,,,,457
59,Male,Mobile,64,21,,,,,,760
38,Female,Tablet,93,45,,,,,,1197
59,Male,Mobile,114,26,,,,,,588
30,Female,Mobile,20,23,,,,,,143
58,Male,Desktop,16,18,,,,,,235
34,Male,Mobile,17,31,,,,,,1267
26,Female,Desktop,80,42,,,,,,988
58,Female,Mobile,19,12,,,,,,257
18,Female,Tablet,8,1,,,,,,1464
19,Female,Mobile,38,42,,,,,,565
46,Female,Tablet,38,9,,,,,,1450
50,Male,Tablet,53,3,,,,,,1331
27,Female,Mobile,93,26,,,,,,76
57,Male,Tablet,105,9,,,,,,1291
38,Male,Mobile,100,42,,,,,,226
45,Female,Mobile,90,16,,,,,,1105
28,Male,Tablet,31,24,,,,,,66
51,Male,Tablet,44,14,,,,,,1499
25,Male,Desktop,60,3,,,,,,1185
39,Male,Tablet,76,34,,,,,,810
25,Female,Desktop,119,33,,,,,,129
32,Male,Tablet,17,24,,,,,,745
34,Female,Mobile,79,9,,,,,,165
40,Female,Tablet,73,13,,,,,,545
41,Male,Mobile,39,2,,,,,,630
62,Female,Mobile,42,7,,,,,,110
36,Female,Mobile,48,48,,,,,,1159
22,Female,Desktop,12,21,,,,,,1385
49,Male,Tablet,96,19,,,,,,780
61,Female,Mobile,89,25,,,,,,6
18,Female,Mobile,103,47,,,,,,237
40,Female,Desktop,18,22,,,,,,373
54,Male,Tablet,79,11,,,,,,1279
25,Female,Tablet,96,33,,,,,,950
30,Male,Desktop,6,32,,,,,,1136
25,Male,Desktop,108,21,,,,,,1304
40,Male,Tablet,43,39,,,,,,184
60,Male,Desktop,116,20,,,,,,297
18,Male,Tablet,35,8,,,,,,588
62,Male,Tablet,98,42,,,,,,799
41,Female,Mobile,102,37,,,,,,179
52,Male,Mobile,54,9,,,,,,127
41,Female,Tablet,62,25,,,,,,231
34,Female,Tablet,69,25,,,,,,448
22,Male,Tablet,82,33,,,,,,432
37,Female,Tablet,16,2,,,,,,1111
38,Female,Tablet,8,19,,,,,,769
57,Female,Tablet,89,46,,,,,,636
48,Female,Desktop,96,20,,,,,,69
63,Male,Tablet,90,42,,,,,,1309
53,Female,Desktop,116,41,,,,,,1419
28,Male,Desktop,86,42,,,,,,432
32,Female,Tablet,31,29,,,,,,622
36,Female,Tablet,107,6,,,,,,929
24,Male,Desktop,10,17,,,,,,816
45,Female,Desktop,56,25,,,,,,111
60,Female,Tablet,76,38,,,,,,663
22,Female,Tablet,117,4,,,,,,1290
22,Male,Desktop,92,30,,,,,,1187
47,Female,Desktop,70,20,,,,,,269
49,Male,Desktop,20,3,,,,,,1496
25,Female,Mobile,5,23,,,,,,1230
27,Male,Desktop,23,18,,,,,,159
55,Male,Mobile,9,26,,,,,,1041
64,Female,Tablet,58,36,,,,,,1325
49,Female,Tablet,59,8,,,,,,900
45,Male,Desktop,93,17,,,,,,997
34,Male,Tablet,80,31,,,,,,249
48,Female,Tablet,54,37,,,,,,1328
25,Male,Tablet,46,45,,,,,,1390
57,Female,Tablet,22,33,,,,,,1382
42,Female,Mobile,64,27,,,,,,390
26,Female,Mobile,8,45,,,,,,763
19,Female,Desktop,20,4,,,,,,1340
32,Male,Desktop,51,22,,,,,,418
20,Female,Desktop,78,26,,,,,,1306
53,Male,Tablet,39,32,,,,,,719
21,Female,Tablet,37,24,,,,,,763
31,Male,Mobile,50,46,,,,,,751
58,Female,Mobile,34,35,,,,,,597
58,Male,Desktop,75,37,,,,,,1384
42,Male,Mobile,118,32,,,,,,843
27,Female,Mobile,104,7,,,,,,20
38,Female,Mobile,33,33,,,,,,997
53,Female,Mobile,31,31,,,,,,1073
29,Female,Mobile,54,12,,,,,,1349
44,Male,Desktop,44,11,,,,,,655
57,Female,Desktop,34,24,,,,,,1354
19,Male,Mobile,114,8,,,,,,152
30,Male,Desktop,71,32,,,,,,359
49,Female,Tablet,113,38,,,,,,1264
48,Male,Mobile,118,22,,,,,,707
33,Male,Tablet,62,34,,,,,,617
49,Male,Desktop,23,19,,,,,,109
49,Male,Desktop,46,20,,,,,,400
51,Female,Tablet,56,14,,,,,,1474
28,Female,Desktop,7,33,,,,,,610
27,Female,Mobile,118,10,,,,,,1248
32,Female,Tablet,89,16,,,,,,855
34,Male,Mobile,61,4,,,,,,446
57,Male,Tablet,3,27,,,,,,877
35,Female,Desktop,38,28,,,,,,671
26,Female,Tablet,84,43,,,,,,1056
42,Female,Tablet,34,16,,,,,,798
57,Male,Mobile,113,33,,,,,,479
31,Female,Desktop,44,48,,,,,,632
42,Female,Mobile,108,19,,,,,,1333
39,Female,Desktop,30,21,,,,,,1433
47,Male,Mobile,17,22,,,,,,506
37,Male,Tablet,59,9,,,,,,352
38,Male,Mobile,10,9,,,,,,1268
61,Male,Desktop,99,9,,,,,,1022
49,Male,Desktop,84,27,,,,,,574
63,Male,Tablet,18,17,,,,,,699
38,Male,Desktop,45,44,,,,,,1365
52,Male,Mobile,108,45,,,,,,30
49,Female,Tablet,91,8,,,,,,1437
47,Female,Desktop,59,16,,,,,,1105
56,Male,Desktop,62,18,,,,,,221
29,Male,Mobile,59,33,,,,,,1356
58,Female,Mobile,49,1,,,,,,841
64,Male,Tablet,100,12,,,,,,778
35,Male,Desktop,63,6,,,,,,1051
38,Male,Mobile,87,41,,,,,,674
30,Female,Tablet,32,5,,,,,,722
38,Female,Desktop,10,16,,,,,,314
25,Female,Desktop,11,18,,,,,,603
63,Female,Tablet,102,49,,,,,,271
57,Female,Tablet,70,18,,,,,,1443
63,Male,Mobile,105,1,,,,,,650
24,Female,Desktop,62,19,,,,,,1295
40,Male,Desktop,47,8,,,,,,1361
61,Male,Desktop,34,3,,,,,,1027
49,Female,Tablet,100,25,,,,,,454
28,Female,Mobile,101,5,,,,,,569
39,Male,Desktop,17,40,,,,,,1275
39,Male,Tablet,104,19,,,,,,1064
60,Male,Desktop,104,18,,,,,,1429
42,Female,Mobile,54,31,,,,,,32
39,Female,Desktop,76,33,,,,,,224
45,Female,Mobile,85,47,,,,,,410
46,Female,Mobile,40,18,,,,,,275
30,Female,Desktop,19,39,,,,,,796
35,Male,Desktop,67,16,,,,,,967
19,Female,Mobile,82,16,,,,,,1314
46,Male,Tablet,53,47,,,,,,1482
38,Male,Mobile,115,38,,,,,,838
32,Male,Desktop,64,41,,,,,,321
44,Female,Desktop,83,7,,,,,,1325
48,Female,Tablet,47,14,,,,,,342
32,Female,Mobile,6,43,,,,,,1335
40,Male,Mobile,16,48,,,,,,1456
41,Male,Mobile,72,25,,,,,,355
61,Male,Desktop,112,32,,,,,,515
30,Male,Mobile,18,38,,,,,,529
39,Male,Tablet,52,22,,,,,,496
60,Male,Desktop,48,16,,,,,,13
54,Female,Desktop,43,29,,,,,,565
50,Female,Mobile,39,16,,,,,,444
20,Female,Tablet,49,12,,,,,,796
36,Female,Desktop,113,17,,,,,,1136
40,Male,Desktop,12,37,,,,,,1273
46,Male,Mobile,109,27,,,,,,1283
47,Female,Mobile,10,25,,,,,,37
56,Male,Tablet,71,13,,,,,,1051
61,Female,Mobile,110,8,,,,,,849
64,Female,Tablet,55,5,,,,,,570
42,Female,Desktop,1,12,,,,,,53
54,Male,Tablet,49,41,,,,,,466
64,Female,Tablet,36,3,,,,,,594
25,Female,Tablet,21,35,,,,,,340
59,Female,Desktop,37,33,,,,,,1386
33,Male,Mobile,116,22,,,,,,1150
25,Male,Desktop,24,44,,,,,,1472
18,Female,Mobile,55,9,,,,,,363
61,Male,Tablet,25,41,,,,,,350
22,Male,Tablet,7,18,,,,,,197
20,Male,Tablet,106,29,,,,,,1444
18,Male,Tablet,81,39,,,,,,1405
21,Male,Tablet,93,27,,,,,,1491
57,Male,Mobile,94,36,,,,,,760
52,Male,Mobile,71,45,,,,,,1174
49,Male,Tablet,97,17,,,,,,482
59,Male,Desktop,71,34,,,,,,832
51,Male,Desktop,24,46,,,,,,894
60,Female,Tablet,11,3,,,,,,657
42,Female,Mobile,73,5,,,,,,412
27,Male,Desktop,12,14,,,,,,290
38,Female,Desktop,35,3,,,,,,855
63,Female,Desktop,63,23,,,,,,115
56,Male,Tablet,68,39,,,,,,624
44,Male,Desktop,100,30,,,,,,797
44,Male,Desktop,92,45,,,,,,54
19,Female,Desktop,57,23,,,,,,1042
58,Female,Desktop,13,27,,,,,,1162
30,Male,Mobile,23,10,,,,,,592
26,Male,Tablet,83,25,,,,,,600
53,Male,Tablet,106,13,,,,,,1371
39,Female,Mobile,101,16,,,,,,674
59,Female,Mobile,39,41,,,,,,1314
43,Female,Tablet,88,34,,,,,,318
29,Female,Desktop,80,37,,,,,,610
34,Male,Desktop,97,22,,,,,,301
31,Male,Tablet,12,17,,,,,,573
31,Male,Desktop,34,23,,,,,,1192
51,Male,Mobile,71,36,,,,,,836
37,Female,Desktop,75,49,,,,,,614
28,Female,Desktop,31,9,,,,,,20
33,Male,Desktop,93,2,,,,,,1372
48,Male,Tablet,62,32,,,,,,1106
23,Female,Mobile,13,22,,,,,,1374
36,Male,Desktop,31,43,,,,,,76
54,Female,Tablet,2,13,,,,,,274
21,Male,Desktop,103,8,,,,,,291
64,Male,Mobile,15,1,,,,,,70
21,Male,Desktop,57,17,,,,,,884
37,Male,Mobile,75,12,,,,,,72
27,Male,Desktop,34,4,,,,,,1221
41,Male,Mobile,103,13,,,,,,1083
52,Male,Desktop,68,31,,,,,,984
43,Female,Mobile,75,41,,,,,,1407
54,Female,Desktop,29,7,,,,,,978
55,Female,Desktop,66,23,,,,,,1196
38,Female,Tablet,16,24,,,,,,1437
57,Female,Tablet,39,5,,,,,,512
56,Male,Mobile,77,5,,,,,,841
38,Male,Desktop,37,17,,,,,,1130
27,Female,Mobile,81,30,,,,,,890
55,Male,Tablet,21,9,,,,,,798
63,Female,Mobile,44,6,,,,,,426
21,Female,Mobile,19,25,,,,,,779
62,Male,Tablet,71,19,,,,,,482
37,Male,Desktop,102,16,,,,,,930
34,Male,Mobile,8,21,,,,,,124
24,Female,Tablet,77,2,,,,,,1319
21,Male,Desktop,101,10,,,,,,492
46,Female,Tablet,66,16,,,,,,1189
31,Female,Mobile,41,37,,,,,,82
20,Female,Desktop,75,15,,,,,,1066
41,Male,Desktop,88,13,,,,,,1422
54,Male,Tablet,70,13,,,,,,445
33,Female,Tablet,61,32,,,,,,466
21,Male,Tablet,26,45,,,,,,616
41,Male,Desktop,71,47,,,,,,1322
51,Male,Desktop,103,46,,,,,,1428
47,Female,Mobile,83,8,,,,,,921
35,Female,Desktop,70,43,,,,,,1120
36,Male,Mobile,107,18,,,,,,613
48,Female,Tablet,29,36,,,,,,10
36,Male,Tablet,107,26,,,,,,685
63,Male,Desktop,103,10,,,,,,899
36,Male,Tablet,66,31,,,,,,275
39,Male,Tablet,19,33,,,,,,815
41,Female,Desktop,68,29,,,,,,563
62,Female,Mobile,58,5,,,,,,103
29,Female,Desktop,70,13,,,,,,530
47,Male,Mobile,113,1,,,,,,198
55,Male,Desktop,57,23,,,,,,1185
48,Male,Desktop,37,40,,,,,,1143
53,Female,Tablet,61,3,,,,,,400
36,Male,Desktop,92,3,,,,,,774
62,Female,Desktop,30,7,,,,,,1028
53,Female,Mobile,71,36,,,,,,884
47,Female,Tablet,73,35,,,,,,1242
50,Female,Mobile,25,15,,,,,,749
35,Female,Mobile,97,40,,,,,,687
45,Female,Tablet,65,3,,,,,,19
64,Male,Tablet,115,29,,,,,,1447
28,Male,Tablet,6,30,,,,,,372
62,Female,Desktop,18,39,,,,,,642
50,Female,Tablet,10,18,,,,,,857
34,Male,Tablet,92,11,,,,,,1241
23,Female,Tablet,11,43,,,,,,704
21,Female,Mobile,97,49,,,,,,9
37,Male,Mobile,65,38,,,,,,235
64,Female,Desktop,77,40,,,,,,1229
44,Female,Mobile,101,1,,,,,,1430
32,Female,Desktop,84,29,,,,,,1177
23,Male,Mobile,65,10,,,,,,1016
64,Male,Tablet,52,28,,,,,,1254
31,Male,Mobile,67,31,,,,,,590
28,Female,Desktop,82,19,,,,,,173
56,Female,Mobile,105,3,,,,,,765
26,Male,Tablet,78,36,,,,,,796
43,Female,Desktop,31,43,,,,,,1004
33,Female,Tablet,91,15,,,,,,156
22,Female,Tablet,17,33,,,,,,1020
27,Female,Desktop,55,41,,,,,,228
20,Female,Tablet,110,43,,,,,,508
30,Male,Tablet,93,45,,,,,,48
60,Female,Mobile,36,26,,,,,,701
47,Male,Tablet,101,16,,,,,,508
62,Female,Tablet,26,36,,,,,,1269
23,Male,Tablet,53,33,,,,,,934
34,Female,Tablet,17,20,,,,,,847
62,Male,Desktop,86,13,,,,,,355
36,Female,Mobile,25,33,,,,,,27
59,Male,Tablet,2,5,,,,,,602
52,Female,Tablet,119,37,,,,,,1071
63,Male,Desktop,86,14,,,,,,470
43,Female,Tablet,5,27,,,,,,44
22,Male,Desktop,4,23,,,,,,307
46,Male,Mobile,36,14,,,,,,179
54,Female,Mobile,6,40,,,,,,1003
37,Female,Tablet,116,4,,,,,,1489
38,Male,Tablet,21,39,,,,,,625
27,Female,Tablet,77,19,,,,,,1221
22,Male,Desktop,118,47,,,,,,248
53,Male,Tablet,101,4,,,,,,840
23,Male,Tablet,119,30,,,,,,284
43,Female,Mobile,89,19,,,,,,1064
21,Male,Tablet,26,31,,,,,,561
56,Male,Mobile,55,31,,,,,,902
56,Female,Tablet,39,9,,,,,,1182
52,Female,Mobile,84,13,,,,,,1051
18,Female,Tablet,33,14,,,,,,723
41,Female,Mobile,14,46,,,,,,936
53,Male,Desktop,56,10,,,,,,95
23,Male,Mobile,100,48,,,,,,394
58,Male,Mobile,81,31,,,,,,1387
63,Male,Mobile,21,37,,,,,,554
61,Female,Tablet,46,23,,,,,,935
48,Male,Tablet,16,27,,,,,,1256
37,Male,Tablet,110,6,,,,,,1230
41,Female,Desktop,16,26,,,,,,1378
42,Male,Desktop,84,2,,,,,,1066
53,Male,Mobile,29,45,,,,,,737
38,Male,Desktop,92,13,,,,,,504
47,Male,Mobile,8,19,,,,,,1071
41,Male,Mobile,88,1,,,,,,875
61,Male,Mobile,3,40,,,,,,521
59,Female,Desktop,89,32,,,,,,72
47,Female,Tablet,19,22,,,,,,127
39,Male,Desktop,97,48,,,,,,340
45,Male,Mobile,66,29,,,,,,1181
24,Female,Mobile,79,2,,,,,,978
52,Male,Desktop,86,40,,,,,,783
45,Male,Mobile,74,38,,,,,,1190
31,Male,Mobile,82,48,,,,,,1242
27,Female,Desktop,22,11,,,,,,1404
33,Male,Desktop,46,17,,,,,,1471
33,Female,Desktop,113,43,,,,,,427
48,Male,Mobile,91,8,,,,,,943
59,Female,Mobile,13,22,,,,,,808
42,Female,Tablet,33,4,,,,,,638
30,Male,Tablet,5,11,,,,,,1258
23,Female,Desktop,90,8,,,,,,1087
61,Male,Tablet,77,9,,,,,,100
26,Female,Mobile,27,26,,,,,,1290
62,Male,Tablet,78,2,,,,,,358
53,Male,Mobile,24,16,,,,,,1340
60,Female,Desktop,67,31,,,,,,1164
37,Male,Desktop,111,6,,,,,,971
35,Male,Mobile,115,21,,,,,,927
60,Female,Tablet,63,26,,,,,,477
38,Male,Desktop,113,19,,,,,,434
21,Male,Desktop,94,28,,,,,,979
50,Female,Tablet,99,8,,,,,,541
44,Female,Tablet,48,14,,,,,,1174
24,Male,Mobile,63,24,,,,,,91
23,Male,Tablet,78,48,,,,,,113
32,Female,Tablet,12,44,,,,,,1451
35,Female,Tablet,28,37,,,,,,1373
49,Male,Mobile,44,26,,,,,,1294
28,Female,Mobile,93,31,,,,,,998
37,Male,Desktop,43,32,,,,,,1361
41,Male,Mobile,17,41,,,,,,826
32,Male,Desktop,40,2,,,,,,1441
24,Male,Tablet,49,25,,,,,,941
38,Male,Desktop,85,44,,,,,,1009
59,Female,Desktop,57,2,,,,,,653
43,Female,Tablet,87,42,,,,,,195
61,Female,Desktop,84,1,,,,,,937
31,Female,Mobile,64,36,,,,,,146
54,Male,Mobile,75,12,,,,,,1101
38,Male,Mobile,57,9,,,,,,844
35,Male,Mobile,98,36,,,,,,1195
22,Male,Desktop,74,41,,,,,,172
20,Female,Desktop,74,28,,,,,,570
40,Male,Tablet,107,38,,,,,,1287
43,Male,Desktop,70,33,,,,,,1467
54,Female,Desktop,100,42,,,,,,1139
41,Female,Desktop,88,46,,,,,,748
36,Female,Tablet,76,22,,,,,,677
42,Female,Mobile,43,25,,,,,,868
38,Male,Desktop,119,18,,,,,,843
29,Male,Tablet,23,6,,,,,,535
58,Female,Tablet,27,18,,,,,,1318
50,Male,Tablet,58,16,,,,,,978
21,Male,Mobile,109,15,,,,,,566
59,Male,Desktop,37,48,,,,,,179
24,Female,Tablet,6,8,,,,,,306
39,Male,Mobile,65,13,,,,,,189
50,Female,Tablet,6,43,,,,,,1367
34,Male,Tablet,50,7,,,,,,514
41,Male,Tablet,22,17,,,,,,823
51,Male,Tablet,105,32,,,,,,1338
45,Female,Tablet,88,22,,,,,,1374
60,Male,Mobile,25,13,,,,,,1109
58,Female,Desktop,79,47,,,,,,1402
56,Female,Desktop,90,23,,,,,,160
39,Female,Desktop,72,29,,,,,,791
34,Male,Desktop,51,22,,,,,,799
51,Male,Mobile,88,1,,,,,,436
23,Male,Mobile,48,29,,,,,,765
63,Male,Mobile,102,48,,,,,,151
23,Female,Tablet,70,5,,,,,,485
51,Female,Tablet,118,35,,,,,,439
18,Female,Tablet,99,10,,,,,,73
27,Male,Desktop,106,19,,,,,,879
38,Female,Tablet,65,37,,,,,,190
22,Male,Desktop,60,7,,,,,,908
19,Female,Tablet,46,46,,,,,,686
39,Male,Desktop,36,35,,,,,,208
19,Male,Tablet,58,45,,,,,,558
27,Female,Tablet,76,13,,,,,,17
51,Female,Mobile,38,10,,,,,,670
33,Female,Tablet,11,2,,,,,,1302
56,Female,Tablet,12,6,,,,,,1326
39,Male,Mobile,42,8,,,,,,55
29,Female,Desktop,114,36,,,,,,504
41,Female,Mobile,39,25,,,,,,373
64,Female,Mobile,71,44,,,,,,728
57,Male,Desktop,11,47,,,,,,361
55,Male,Tablet,36,40,,,,,,1031
27,Female,Desktop,52,7,,,,,,1282
52,Male,Tablet,31,46,,,,,,851
49,Female,Tablet,33,23,,,,,,260
24,Male,Desktop,13,19,,,,,,1178
38,Male,Mobile,18,46,,,,,,283
37,Male,Desktop,41,22,,,,,,1087
43,Male,Tablet,58,13,,,,,,450
21,Female,Desktop,56,21,,,,,,117
63,Female,Desktop,24,1,,,,,,840
39,Female,Tablet,73,19,,,,,,759
32,Male,Mobile,31,33,,,,,,1435
57,Female,Desktop,55,4,,,,,,371
38,Female,Tablet,105,42,,,,,,1088
32,Female,Tablet,10,3,,,,,,333
39,Male,Desktop,60,27,,,,,,732
45,Male,Mobile,2,41,,,,,,1497
31,Male,Desktop,102,35,,,,,,1010
44,Female,Mobile,15,28,,,,,,724
58,Female,Mobile,3,6,,,,,,1091
57,Female,Mobile,43,6,,,,,,188
45,Male,Mobile,31,44,,,,,,1027
43,Male,Desktop,70,23,,,,,,315
19,Female,Tablet,67,33,,,,,,181
42,Male,Tablet,56,16,,,,,,1457
20,Male,Tablet,63,24,,,,,,1101
25,Male,Tablet,75,5,,,,,,851
61,Male,Tablet,15,41,,,,,,1195
50,Female,Tablet,109,42,,,,,,1253
59,Male,Desktop,116,13,,,,,,13
52,Male,Mobile,92,47,,,,,,240
23,Male,Tablet,10,12,,,,,,714
56,Male,Desktop,38,5,,,,,,928
40,Female,Tablet,47,37,,,,,,689
42,Female,Tablet,57,31,,,,,,798
60,Male,Mobile,50,28,,,,,,1056
36,Male,Mobile,114,28,,,,,,812
22,Male,Mobile,71,30,,,,,,31
28,Male,Tablet,15,18,,,,,,554
29,Male,Tablet,18,44,,,,,,1224
27,Male,Tablet,82,27,,,,,,1231
25,Female,Mobile,116,35,,,,,,89
41,Male,Desktop,105,26,,,,,,1058
45,Female,Tablet,88,39,,,,,,470
58,Female,Tablet,2,49,,,,,,1127
53,Male,Tablet,104,18,,,,,,1218
54,Female,Desktop,84,33,,,,,,16
38,Female,Tablet,98,25,,,,,,1017
25,Female,Desktop,43,31,,,,,,1058
26,Female,Tablet,26,37,,,,,,1066
64,Female,Desktop,71,2,,,,,,576
32,Female,Tablet,38,33,,,,,,1322
63,Male,Mobile,94,39,,,,,,1388
57,Female,Mobile,42,43,,,,,,918
35,Female,Mobile,5,43,,,,,,184
59,Female,Mobile,11,32,,,,,,801
37,Male,Tablet,65,18,,,,,,1140
23,Female,Mobile,34,17,,,,,,1472
29,Male,Desktop,1,34,,,,,,1049
19,Female,Mobile,83,39,,,,,,1173
24,Male,Mobile,2,7,,,,,,1174
33,Male,Mobile,85,42,,,,,,445
20,Female,Tablet,20,35,,,,,,891
62,Female,Mobile,61,30,,,,,,425
20,Male,Desktop,87,12,,,,,,1344
44,Female,Mobile,21,35,,,,,,1194
60,Male,Mobile,88,11,,,,,,1231
57,Male,Mobile,68,44,,,,,,472
